##ID,,,,0黑；1绿；2蓝；3紫；4黄,备注，程序不读,,,,0：静态等级；1：动态等级,,,,,,,,,,,,,,,,
怪物ID,名称,显示名,性别,怪物等阶,怪物类型,头像资源ID,资源,等级,是否动态等级,主动技能,普攻技能,天赋技能,放大比例,生命,攻击,命中,闪避,暴击,韧性,抵挡,破击,护甲,破甲,初始怒气,类型
8061,,游侠,0,3,1,6005,youxia,124,,122,2,,10000,14901,4773,100,100,50,50,0,50,50,50,50,1
8062,,秘宝山贼,0,3,1,6007,mibaoshanzei,127,,124,3,,10000,10912,7017,100,10,750,25,0,50,25,50,50,1
8063,,文官,0,3,1,6009,wenguan,130,,126,5,,10000,10695,8146,100,10,1000,25,0,50,25,50,50,1
8064,,秘宝山贼,0,3,1,6007,mibaoshanzei,133,,124,3,,10000,14898,9569,100,10,750,25,0,50,25,50,50,1
8065,,长枪兵,0,3,1,6001,changqiangbing,137,,119,1,,10000,17776,6079,100,10,500,50,0,50,50,50,50,1
8066,,游侠,0,3,1,6005,youxia,140,,122,2,,10000,18546,5923,100,100,50,50,0,50,50,50,50,1
8067,,秘宝山贼,0,3,1,6007,mibaoshanzei,144,,124,3,,10000,13537,8681,100,10,750,25,0,50,25,50,50,1
8068,,刀盾兵,0,3,2,6002,daodunbing,147,,120,2,,10000,25188,4721,100,10,50,50,100,50,150,50,50,1
8069,,游侠,0,3,1,6005,youxia,151,,122,2,,10000,26230,8365,110,100,55,55,0,55,55,55,50,1
8070,,游侠,0,3,1,6005,youxia,158,,122,2,,10000,25858,8186,110,100,55,55,0,55,55,55,50,1
8071,,文官,0,3,1,6009,wenguan,161,,126,5,,10000,18628,14002,110,10,1100,28,0,55,28,55,50,1
8072,,武夫,0,3,1,6008,wufu,165,,125,2,,10000,30972,9755,110,100,55,55,0,55,55,55,50,1
8073,,长枪兵,0,3,1,6001,changqiangbing,169,,119,1,,10000,33620,11310,110,10,550,55,0,55,55,55,50,1
8074,,弓箭手,0,3,1,6003,gongjianshou,173,,116,4,,10000,31787,20034,110,10,825,28,0,55,28,55,50,1
8075,,刺客,0,3,1,6004,cike,177,,121,3,,10000,27367,17222,110,10,825,28,0,55,28,55,50,1
8076,,文官,0,3,1,6009,wenguan,181,,126,5,,10000,27512,20490,110,10,1100,28,0,55,28,55,50,1
8077,,游侠,0,3,1,6005,youxia,185,,122,2,,10000,44812,13999,110,100,55,55,0,55,55,55,50,1
8078,,刀盾兵,0,3,2,6002,daodunbing,189,,120,2,,10000,59700,10944,110,10,55,55,100,55,165,55,50,1
8079,,弓箭手,0,3,1,6003,gongjianshou,193,,116,4,,10000,44423,27819,120,10,900,30,0,60,30,60,50,1
8080,,巫师,0,3,1,6006,wushi,200,,123,134,,10000,35452,26265,120,10,1200,30,0,60,30,60,50,1
8081,,巫师,0,3,1,6006,wushi,203,,123,134,,10000,36552,27056,120,10,1200,30,0,60,30,60,50,1
8082,,刺客,0,3,1,6004,cike,207,,121,3,,10000,40183,25076,120,10,900,30,0,60,30,60,50,1
8083,,巫师,0,3,1,6006,wushi,210,,123,134,,10000,38814,28683,120,10,1200,30,0,60,30,60,50,1
8084,,游侠,0,3,1,6005,youxia,214,,122,2,,10000,76146,23616,120,100,60,60,0,60,60,60,50,1
8085,,文官,0,3,1,6009,wenguan,218,,126,5,,10000,41160,30372,120,10,1200,30,0,60,30,60,50,1
8086,,刺客,0,3,1,6004,cike,221,,121,3,,10000,45190,28115,120,10,900,30,0,60,30,60,50,1
8087,,武夫,0,3,1,6008,wufu,225,,125,2,,10000,66425,20558,120,100,60,60,0,60,60,60,50,1
8088,,文官,0,3,1,6009,wenguan,229,,126,5,,10000,44839,33019,120,10,1200,30,0,60,30,60,50,1
8089,,文官,0,3,1,6009,wenguan,233,,126,5,,10000,57634,42415,130,10,1300,33,0,65,33,65,50,1
8090,,刀盾兵,0,3,2,6002,daodunbing,240,,120,2,,10000,91604,16254,130,10,65,65,100,65,195,65,50,1
8091,,文官,0,3,1,6009,wenguan,244,,126,5,,10000,49109,34916,130,10,1300,33,0,65,33,65,50,1
8092,,武夫,0,3,1,6008,wufu,248,,125,2,,10000,76407,22563,130,100,65,65,0,65,65,65,50,1
8093,,刺客,0,3,1,6004,cike,252,,121,3,,10000,54605,32039,130,10,975,33,0,65,33,65,50,1
8094,,刀盾兵,0,3,2,6002,daodunbing,256,,120,2,,10000,124424,21120,130,10,65,65,100,65,195,65,50,1
8095,,文官,0,3,1,6009,wenguan,260,,126,5,,10000,53341,36304,130,10,1300,33,0,65,33,65,50,1
8096,,弓箭手,0,3,1,6003,gongjianshou,264,,116,4,,10000,58069,32998,130,10,975,33,0,65,33,65,50,1
8097,,刺客,0,3,1,6004,cike,268,,121,3,,10000,59259,33327,130,10,975,33,0,65,33,65,50,1
8098,,游侠,0,3,1,6005,youxia,273,,122,2,,10000,86380,23937,130,100,65,65,0,65,65,65,50,1
8099,,秘宝山贼,0,3,1,6007,mibaoshanzei,277,,124,3,,10000,77114,42500,281,10,2108,70,0,141,70,141,50,1
8100,,巫师,0,3,1,6006,wushi,285,,123,134,,10000,64078,41710,281,10,2810,70,0,141,70,141,50,1
8101,,秘宝山贼,0,3,1,6007,mibaoshanzei,288,,124,3,,10000,71751,39346,281,10,2108,70,0,141,70,141,50,1
8102,,秘宝山贼,0,3,1,6007,mibaoshanzei,292,,124,3,,10000,75198,41179,281,10,2108,70,0,141,70,141,50,1
8103,,秘宝山贼,0,3,1,6007,mibaoshanzei,296,,124,3,,10000,78693,43035,281,10,2108,70,0,141,70,141,50,1
8104,,武夫,0,3,1,6008,wufu,300,,125,2,,10000,146849,39927,281,100,141,141,0,141,141,141,50,1
8105,,文官,0,3,1,6009,wenguan,304,,126,5,,10000,80461,52029,281,10,2810,70,0,141,70,141,50,1
8106,,刀盾兵,0,3,2,6002,daodunbing,308,,120,2,,10000,159753,25463,281,10,141,141,100,141,422,141,50,1
8107,,刺客,0,3,1,6004,cike,313,,121,3,,10000,93145,50716,281,10,2108,70,0,141,70,141,50,1
8108,,弓箭手,0,3,1,6003,gongjianshou,317,,116,4,,10000,96877,52700,281,10,2108,70,0,141,70,141,50,1
8109,,武夫,0,3,1,6008,wufu,321,,125,2,,10000,179741,48628,290,100,145,145,0,145,145,145,50,1
8110,,巫师,0,3,1,6006,wushi,325,,123,134,,10000,90399,58218,290,10,2900,73,0,145,73,145,50,1
8111,,巫师,0,3,1,6006,wushi,327,,123,134,,10000,88379,56910,290,10,2900,73,0,145,73,145,50,1
8112,,长枪兵,0,3,1,6001,changqiangbing,329,,119,1,,10000,131558,38077,290,10,1450,145,0,145,145,145,50,1
8113,,刺客,0,3,1,6004,cike,331,,121,3,,10000,89884,48822,290,10,2175,73,0,145,73,145,50,1
8114,,长枪兵,0,3,1,6001,changqiangbing,333,,119,1,,10000,156519,45289,290,10,1450,145,0,145,145,145,50,1
8115,,文官,0,3,1,6009,wenguan,335,,126,5,,10000,80055,51520,290,10,2900,73,0,145,73,145,50,1
8116,,刀盾兵,0,3,2,6002,daodunbing,337,,120,2,,10000,148404,23563,290,10,145,145,100,145,435,145,50,1
8117,,秘宝山贼,0,3,1,6007,mibaoshanzei,340,,124,3,,10000,80795,43857,290,10,2175,73,0,145,73,145,50,1
8118,,刺客,0,3,1,6004,cike,342,,121,3,,10000,78456,42579,290,10,2175,73,0,145,73,145,50,1
8119,,长枪兵,0,3,1,6001,changqiangbing,344,,119,1,,10000,135878,39281,301,10,1505,151,0,151,151,151,50,1
8120,,秘宝山贼,0,3,1,6007,mibaoshanzei,348,,124,3,,10000,84154,45516,301,10,2258,75,0,151,75,151,50,1
8121,,长枪兵,0,3,1,6001,changqiangbing,350,,119,1,,10000,126074,36278,301,10,1505,151,0,151,151,151,50,1
8122,,游侠,0,3,1,6005,youxia,352,,122,2,,10000,131991,35439,301,100,151,151,0,151,151,151,50,1
8123,,刺客,0,3,1,6004,cike,354,,121,3,,10000,96581,52032,301,10,2258,75,0,151,75,151,50,1
8124,,武夫,0,3,1,6008,wufu,356,,125,2,,10000,180022,48223,301,100,151,151,0,151,151,151,50,1
8125,,弓箭手,0,3,1,6003,gongjianshou,358,,116,4,,10000,105088,56493,301,10,2258,75,0,151,75,151,50,1
8126,,刀盾兵,0,3,2,6002,daodunbing,360,,120,2,,10000,195373,30685,301,10,151,151,100,151,452,151,50,1
8127,,长枪兵,0,3,1,6001,changqiangbing,363,,119,1,,10000,162534,46464,301,10,1505,151,0,151,151,151,50,1
8128,,武夫,0,3,1,6008,wufu,365,,125,2,,10000,168833,45056,301,100,151,151,0,151,151,151,50,1
8129,,武夫,0,3,1,6008,wufu,367,,125,2,,10000,218995,58396,310,100,155,155,0,155,155,155,50,1
9001,,曹操,0,3,2,1030,caocao,25,,35,117,,10000,1164,235,30,10,15,15,100,15,45,15,50,2
9002,,西门庆,0,3,1,1020,ximenqing,26,,25,2,,10000,759,526,30,10,225,8,0,15,8,15,50,2
9003,,西门庆,0,3,1,1020,ximenqing,27,,25,2,,10000,867,601,30,10,225,8,0,15,8,15,50,2
9004,,张三丰,0,3,1,1021,zhangsf,29,,26,107,,10000,1443,498,30,100,15,15,0,15,15,15,50,2
9005,,朱元璋,0,3,2,1029,zhuyuanzhang,30,,34,2,,10000,2124,431,30,10,15,15,100,15,45,15,50,2
9006,,司马懿,0,3,1,1010,simayi,33,,15,114,,10000,1317,1084,30,10,300,8,0,15,8,15,50,2
9007,,武则天,1,3,2,1032,wuzetian,35,,37,2,,10000,2958,602,30,10,15,15,100,15,45,15,50,2
9008,,荆轲,0,3,1,1015,jingke,38,,20,3,,10000,1943,1352,30,10,225,8,0,15,8,15,50,2
9009,,花木兰,1,3,1,1008,huamulan,41,,13,1,,10000,3237,1201,30,10,150,15,0,15,15,15,50,2
9010,,花木兰,1,3,1,1008,huamulan,45,,13,1,,10000,3749,1392,30,10,150,15,0,15,15,15,50,2
9011,,程咬金,0,3,1,1007,baiqi,47,,12,1,,10000,3706,1366,30,10,150,15,0,15,15,15,50,2
9012,,张良,0,3,1,1012,zhangliang,49,,17,109,,10000,2696,2204,30,10,300,8,0,15,8,15,50,2
9013,,曹操,0,3,2,1030,caocao,50,,35,117,,10000,5684,1143,30,10,15,15,100,15,45,15,50,2
9014,,秦始皇,0,3,2,1033,qinshihuang,52,,38,2,,10000,6272,1259,30,10,15,15,100,15,45,15,50,2
9015,,孙武,0,3,1,1003,sunwu,53,,8,2,,10000,6904,2519,30,10,150,15,0,15,15,15,50,2
9016,,司马懿,0,3,1,1010,simayi,55,,15,114,,10000,3977,3222,30,10,300,8,0,15,8,15,50,2
9017,,刘备,0,3,2,1027,liubei,57,,32,118,,10000,8292,1655,30,10,15,15,100,15,45,15,50,2
9018,,诸葛亮,0,3,1,1009,zhugeliang,59,,14,111,,10000,4751,3838,30,10,300,8,0,15,8,15,50,2
9019,,小乔,1,3,1,1019,xiaoqiao,61,,24,3,,10000,5515,3753,30,10,225,8,0,15,8,15,50,2
9020,,刘备,0,3,2,1027,liubei,63,,32,118,,10000,13362,2656,50,10,25,25,100,25,75,25,50,2
9021,,岳飞,0,3,1,1004,yuefei,71,,9,1,,10000,11142,3963,50,10,250,25,0,25,25,25,50,2
9022,,荆轲,0,3,1,1015,jingke,75,,20,3,,10000,8773,5819,50,10,375,13,0,25,13,25,50,2
9023,,张三丰,0,3,1,1021,zhangsf,79,,26,107,,10000,13986,4593,50,100,25,25,0,25,25,25,50,2
9024,,小乔,1,3,1,1019,xiaoqiao,84,,24,3,,10000,10852,7124,50,10,375,13,0,25,13,25,50,2
9025,,貂蝉,1,3,1,1017,diaocan,89,,22,3,,10000,14946,9772,50,10,375,13,0,25,13,25,50,2
9026,,杨贵妃,1,3,1,1014,shangguanwaner,93,,19,5,,10000,12288,9490,50,10,500,13,0,25,13,25,50,2
9027,,曹操,0,3,2,1030,caocao,99,,35,117,,10000,25538,4851,50,10,25,25,100,25,75,25,50,2
9028,,商鞅,0,3,1,1011,shangyang,104,,16,110,,10000,14569,11186,50,10,500,13,0,25,13,25,50,2
9029,,林冲,0,3,1,1025,linchong,109,,30,2,,10000,24032,7731,50,100,25,25,0,25,25,25,50,2
9030,,狄仁杰,0,3,1,1013,direnjie,115,,18,108,,10000,21269,16258,100,10,1000,25,0,50,25,50,50,2
9031,,荆轲,0,3,1,1015,jingke,115,,20,3,,10000,22687,14632,100,10,750,25,0,50,25,50,50,2
9032,,武则天,1,3,2,1032,wuzetian,115,,37,2,,10000,40512,7641,100,10,50,50,100,50,150,50,50,2
9033,,林冲,0,3,1,1025,linchong,121,,30,2,,10000,28469,9125,100,100,50,50,0,50,50,50,50,2
9034,,吕布,0,3,1,1002,lvbu,121,,7,1,,10000,28469,9767,100,10,500,50,0,50,50,50,50,2
9035,,唐伯虎,0,3,1,1024,tangbohu,121,,29,115,,10000,28469,9125,100,100,50,50,0,50,50,50,50,2
9036,,成吉思汗,0,3,2,1028,chengjisihan,124,,33,4,,10000,37252,7011,100,10,50,50,100,50,150,50,50,2
9037,,诸葛亮,0,3,1,1009,zhugeliang,124,,14,111,,10000,19557,14916,100,10,1000,25,0,50,25,50,50,2
9038,,吕布,0,3,1,1002,lvbu,124,,7,1,,10000,29802,10217,100,10,500,50,0,50,50,50,50,2
9039,,甄缳,1,3,1,1018,zhenhuan,127,,23,105,,10000,21824,14035,100,10,750,25,0,50,25,50,50,2
9040,,花木兰,1,3,1,1008,huamulan,127,,13,1,,10000,31178,10682,100,10,500,50,0,50,50,50,50,2
9041,,刘备,0,3,2,1027,liubei,127,,32,118,,10000,38972,7329,100,10,50,50,100,50,150,50,50,2
9042,,刘备,0,3,2,1027,liubei,130,,32,118,,10000,40742,7657,100,10,50,50,100,50,150,50,50,2
9043,,李白,0,3,1,1023,libai,130,,28,2,,10000,32594,10427,100,100,50,50,0,50,50,50,50,2
9044,,林冲,0,3,1,1025,linchong,130,,30,2,,10000,32594,10427,100,100,50,50,0,50,50,50,50,2
9045,,项羽,0,3,1,1001,xiangyu,133,,6,1,,10000,42565,14566,100,10,500,50,0,50,50,50,50,2
9046,,司马懿,0,3,1,1010,simayi,133,,15,114,,10000,27933,21264,100,10,1000,25,0,50,25,50,50,2
9047,,刘备,0,3,2,1027,liubei,133,,32,118,,10000,53206,9994,100,10,50,50,100,50,150,50,50,2
9048,,甄缳,1,3,1,1018,zhenhuan,137,,23,105,,10000,24886,15975,100,10,750,25,0,50,25,50,50,2
9049,,林冲,0,3,1,1025,linchong,137,,30,2,,10000,35552,11360,100,100,50,50,0,50,50,50,50,2
9050,,王重阳,0,3,1,1026,wangchongyang,137,,31,112,,10000,35552,11360,100,100,50,50,0,50,50,50,50,2
9051,,王重阳,0,3,1,1026,wangchongyang,140,,31,112,,10000,37093,11846,100,100,50,50,0,50,50,50,50,2
9052,,甄缳,1,3,1,1018,zhenhuan,140,,23,105,,10000,25965,16659,100,10,750,25,0,50,25,50,50,2
9053,,司马懿,0,3,1,1010,simayi,140,,15,114,,10000,24342,18510,100,10,1000,25,0,50,25,50,50,2
9054,,狄仁杰,0,3,1,1013,direnjie,144,,18,108,,10000,25382,19290,100,10,1000,25,0,50,25,50,50,2
9055,,项羽,0,3,1,1001,xiangyu,144,,6,1,,10000,38677,13214,100,10,500,50,0,50,50,50,50,2
9056,,李白,0,3,1,1023,libai,144,,28,2,,10000,38677,12346,100,100,50,50,0,50,50,50,50,2
9057,,项羽,0,3,1,1001,xiangyu,147,,6,1,,10000,40301,13762,100,10,500,50,0,50,50,50,50,2
9058,,程咬金,0,3,1,1007,baiqi,147,,12,1,,10000,40301,13762,100,10,500,50,0,50,50,50,50,2
9059,,花木兰,1,3,1,1008,huamulan,147,,13,1,,10000,40301,13762,100,10,500,50,0,50,50,50,50,2
9060,,岳飞,0,3,1,1004,yuefei,151,,9,1,,10000,52459,17906,110,10,550,55,0,55,55,55,50,2
9061,,张三丰,0,3,1,1021,zhangsf,151,,26,107,,10000,52459,16730,110,100,55,55,0,55,55,55,50,2
9062,,杨贵妃,1,3,1,1014,shangguanwaner,151,,19,5,,10000,34426,26140,110,10,1100,28,0,55,28,55,50,2
9063,,花木兰,1,3,1,1008,huamulan,158,,13,1,,10000,51715,17524,110,10,550,55,0,55,55,55,50,2
9064,,吕洞宾,0,3,1,1022,lvdongbin,158,,27,2,,10000,51715,16372,110,100,55,55,0,55,55,55,50,2
9065,,张良,0,3,1,1012,zhangliang,158,,17,109,,10000,33938,25582,110,10,1100,28,0,55,28,55,50,2
9066,,司马懿,0,3,1,1010,simayi,161,,15,114,,10000,37255,28004,110,10,1100,28,0,55,28,55,50,2
9067,,李世民,0,3,2,1031,lishimin,161,,36,2,,10000,70962,13162,110,10,55,55,100,55,165,55,50,2
9068,,狄仁杰,0,3,1,1013,direnjie,161,,18,108,,10000,37255,28004,110,10,1100,28,0,55,28,55,50,2
9069,,孙武,0,3,1,1003,sunwu,165,,8,2,,10000,61944,20882,110,10,550,55,0,55,55,55,50,2
9070,,荆轲,0,3,1,1015,jingke,165,,20,3,,10000,43361,27436,110,10,825,28,0,55,28,55,50,2
9071,,刘备,0,3,2,1027,liubei,165,,32,118,,10000,77430,14327,110,10,55,55,100,55,165,55,50,2
9072,,赵云,0,3,1,1006,zhaoyun,169,,11,1,,10000,67240,22620,110,10,550,55,0,55,55,55,50,2
9073,,商鞅,0,3,1,1011,shangyang,169,,16,110,,10000,44126,33022,110,10,1100,28,0,55,28,55,50,2
9074,,刘备,0,3,2,1027,liubei,169,,32,118,,10000,84050,15520,110,10,55,55,100,55,165,55,50,2
9075,,李白,0,3,1,1023,libai,173,,28,2,,10000,90819,28493,110,100,55,55,0,55,55,55,50,2
9076,,朱元璋,0,3,2,1029,zhuyuanzhang,173,,34,2,,10000,113524,20924,110,10,55,55,100,55,165,55,50,2
9077,,诸葛亮,0,3,1,1009,zhugeliang,173,,14,111,,10000,59600,44520,110,10,1100,28,0,55,28,55,50,2
9078,,王重阳,0,3,1,1026,wangchongyang,177,,31,112,,10000,78190,24493,110,100,55,55,0,55,55,55,50,2
9079,,西门庆,0,3,1,1020,ximenqing,177,,25,2,,10000,54733,34443,110,10,825,28,0,55,28,55,50,2
9080,,司马懿,0,3,1,1010,simayi,177,,15,114,,10000,51312,38270,110,10,1100,28,0,55,28,55,50,2
9081,,甄缳,1,3,1,1018,zhenhuan,181,,23,105,,10000,58692,36882,110,10,825,28,0,55,28,55,50,2
9082,,项羽,0,3,1,1001,xiangyu,181,,6,1,,10000,83846,28071,110,10,550,55,0,55,55,55,50,2
9083,,西门庆,0,3,1,1020,ximenqing,181,,25,2,,10000,58692,36882,110,10,825,28,0,55,28,55,50,2
9084,,赵云,0,3,1,1006,zhaoyun,185,,11,1,,10000,89624,29967,110,10,550,55,0,55,55,55,50,2
9085,,貂蝉,1,3,1,1017,diaocan,185,,22,3,,10000,62737,39373,110,10,825,28,0,55,28,55,50,2
9086,,诸葛亮,0,3,1,1009,zhugeliang,185,,14,111,,10000,58816,43748,110,10,1100,28,0,55,28,55,50,2
9087,,甄缳,1,3,1,1018,zhenhuan,189,,23,105,,10000,66864,41915,110,10,825,28,0,55,28,55,50,2
9088,,成吉思汗,0,3,2,1028,chengjisihan,189,,33,4,,10000,119400,21889,110,10,55,55,100,55,165,55,50,2
9089,,西施,1,3,1,1016,xishi,189,,21,106,,10000,66864,41915,110,10,825,28,0,55,28,55,50,2
9090,,林冲,0,3,1,1025,linchong,193,,30,2,,10000,126922,39565,120,100,60,60,0,60,60,60,50,2
9091,,西施,1,3,1,1016,xishi,193,,21,106,,10000,88845,55638,120,10,900,30,0,60,30,60,50,2
9092,,唐伯虎,0,3,1,1024,tangbohu,193,,29,115,,10000,126922,39565,120,100,60,60,0,60,60,60,50,2
9093,,张三丰,0,3,1,1021,zhangsf,200,,26,107,,10000,108045,33619,120,100,60,60,0,60,60,60,50,2
9094,,李世民,0,3,2,1031,lishimin,200,,36,2,,10000,135056,24689,120,10,60,60,100,60,180,60,50,2
9095,,张良,0,3,1,1012,zhangliang,200,,17,109,,10000,70904,52530,120,10,1200,30,0,60,30,60,50,2
9096,,关羽,0,3,1,1005,guanyu,203,,10,1,,10000,111395,37067,120,10,600,60,0,60,60,60,50,2
9097,,张良,0,3,1,1012,zhangliang,203,,17,109,,10000,73103,54112,120,10,1200,30,0,60,30,60,50,2
9098,,项羽,0,3,1,1001,xiangyu,203,,6,1,,10000,111395,37067,120,10,600,60,0,60,60,60,50,2
9099,,刘备,0,3,2,1027,liubei,207,,32,118,,10000,143512,26190,120,10,60,60,100,60,180,60,50,2
9100,,王重阳,0,3,1,1026,wangchongyang,207,,31,112,,10000,114810,35663,120,100,60,60,0,60,60,60,50,2
9101,,成吉思汗,0,3,2,1028,chengjisihan,207,,33,4,,10000,143512,26190,120,10,60,60,100,60,180,60,50,2
9102,,貂蝉,1,3,1,1017,diaocan,210,,22,3,,10000,82803,51629,120,10,900,30,0,60,30,60,50,2
9103,,朱元璋,0,3,2,1029,zhuyuanzhang,210,,34,2,,10000,147862,26962,120,10,60,60,100,60,180,60,50,2
9104,,杨贵妃,1,3,1,1014,shangguanwaner,210,,19,5,,10000,77628,57366,120,10,1200,30,0,60,30,60,50,2
9105,,吕布,0,3,1,1002,lvbu,214,,7,1,,10000,152291,50553,120,10,600,60,0,60,60,60,50,2
9106,,貂蝉,1,3,1,1017,diaocan,214,,22,3,,10000,106604,66420,120,10,900,30,0,60,30,60,50,2
9107,,张三丰,0,3,1,1021,zhangsf,214,,26,107,,10000,152291,47232,120,100,60,60,0,60,60,60,50,2
9108,,程咬金,0,3,1,1007,baiqi,218,,12,1,,10000,125440,41610,120,10,600,60,0,60,60,60,50,2
9109,,小乔,1,3,1,1019,xiaoqiao,218,,24,3,,10000,87808,54670,120,10,900,30,0,60,30,60,50,2
9110,,杨贵妃,1,3,1,1014,shangguanwaner,218,,19,5,,10000,82320,60744,120,10,1200,30,0,60,30,60,50,2
9111,,程咬金,0,3,1,1007,baiqi,221,,12,1,,10000,129114,42797,120,10,600,60,0,60,60,60,50,2
9112,,岳飞,0,3,1,1004,yuefei,221,,9,1,,10000,129114,42797,120,10,600,60,0,60,60,60,50,2
9113,,花木兰,1,3,1,1008,huamulan,221,,13,1,,10000,129114,42797,120,10,600,60,0,60,60,60,50,2
9114,,花木兰,1,3,1,1008,huamulan,225,,13,1,,10000,132850,44007,120,10,600,60,0,60,60,60,50,2
9115,,张良,0,3,1,1012,zhangliang,225,,17,109,,10000,87183,64244,120,10,1200,30,0,60,30,60,50,2
9116,,程咬金,0,3,1,1007,baiqi,225,,12,1,,10000,132850,44007,120,10,600,60,0,60,60,60,50,2
9117,,朱元璋,0,3,2,1029,zhuyuanzhang,229,,34,2,,10000,170814,31038,120,10,60,60,100,60,180,60,50,2
9118,,狄仁杰,0,3,1,1013,direnjie,229,,18,108,,10000,89677,66038,120,10,1200,30,0,60,30,60,50,2
9119,,西施,1,3,1,1016,xishi,229,,21,106,,10000,95656,59434,120,10,900,30,0,60,30,60,50,2
9120,,甄缳,1,3,1,1018,zhenhuan,233,,23,105,,10000,122952,76347,130,10,975,33,0,65,33,65,50,2
9121,,刘备,0,3,2,1027,liubei,233,,32,118,,10000,219558,39870,130,10,65,65,100,65,195,65,50,2
9122,,唐伯虎,0,3,1,1024,tangbohu,233,,29,115,,10000,175646,54291,130,100,65,65,0,65,65,65,50,2
9123,,李白,0,3,1,1023,libai,233,,28,2,,10000,175646,54291,130,100,65,65,0,65,65,65,50,2
9124,,李世民,0,3,2,1031,lishimin,233,,36,2,,10000,219558,39870,130,10,65,65,100,65,195,65,50,2
9125,,秦始皇,0,3,2,1033,qinshihuang,240,,38,2,,10000,183208,32508,130,10,65,65,100,65,195,65,50,2
9126,,岳飞,0,3,1,1004,yuefei,240,,9,1,,10000,146566,47379,130,10,650,65,0,65,65,65,50,2
9127,,成吉思汗,0,3,2,1028,chengjisihan,240,,33,4,,10000,183208,32508,130,10,65,65,100,65,195,65,50,2
9128,,曹操,0,3,2,1030,caocao,240,,35,117,,10000,183208,32508,130,10,65,65,100,65,195,65,50,2
9129,,程咬金,0,3,1,1007,baiqi,240,,12,1,,10000,146566,47379,130,10,650,65,0,65,65,65,50,2
9130,,武则天,1,3,2,1032,wuzetian,244,,37,2,,10000,187082,32821,130,10,65,65,100,65,195,65,50,2
9131,,荆轲,0,3,1,1015,jingke,244,,20,3,,10000,104766,62849,130,10,975,33,0,65,33,65,50,2
9132,,王重阳,0,3,1,1026,wangchongyang,244,,31,112,,10000,149666,44692,130,100,65,65,0,65,65,65,50,2
9133,,西门庆,0,3,1,1020,ximenqing,244,,25,2,,10000,104766,62849,130,10,975,33,0,65,33,65,50,2
9134,,张良,0,3,1,1012,zhangliang,244,,17,109,,10000,98218,69832,130,10,1300,33,0,65,33,65,50,2
9135,,项羽,0,3,1,1001,xiangyu,248,,6,1,,10000,152814,48299,130,10,650,65,0,65,65,65,50,2
9136,,诸葛亮,0,3,1,1009,zhugeliang,248,,14,111,,10000,100284,70510,130,10,1300,33,0,65,33,65,50,2
9137,,朱元璋,0,3,2,1029,zhuyuanzhang,248,,34,2,,10000,191018,33140,130,10,65,65,100,65,195,65,50,2
9138,,吕布,0,3,1,1002,lvbu,248,,7,1,,10000,152814,48299,130,10,650,65,0,65,65,65,50,2
9139,,李白,0,3,1,1023,libai,248,,28,2,,10000,152814,45126,130,100,65,65,0,65,65,65,50,2
9140,,王重阳,0,3,1,1026,wangchongyang,252,,31,112,,10000,156014,45567,130,100,65,65,0,65,65,65,50,2
9141,,孙武,0,3,1,1003,sunwu,252,,8,2,,10000,156014,48771,130,10,650,65,0,65,65,65,50,2
9142,,刘备,0,3,2,1027,liubei,252,,32,118,,10000,195018,33463,130,10,65,65,100,65,195,65,50,2
9143,,关羽,0,3,1,1005,guanyu,252,,10,1,,10000,156014,48771,130,10,650,65,0,65,65,65,50,2
9144,,花木兰,1,3,1,1008,huamulan,252,,13,1,,10000,156014,48771,130,10,650,65,0,65,65,65,50,2
9145,,狄仁杰,0,3,1,1013,direnjie,256,,18,108,,10000,130645,89872,130,10,1300,33,0,65,33,65,50,2
9146,,成吉思汗,0,3,2,1028,chengjisihan,256,,33,4,,10000,248848,42240,130,10,65,65,100,65,195,65,50,2
9147,,武则天,1,3,2,1032,wuzetian,256,,37,2,,10000,248848,42240,130,10,65,65,100,65,195,65,50,2
9148,,吕布,0,3,1,1002,lvbu,256,,7,1,,10000,199078,61562,130,10,650,65,0,65,65,65,50,2
9149,,唐伯虎,0,3,1,1024,tangbohu,256,,29,115,,10000,199078,57518,130,100,65,65,0,65,65,65,50,2
9150,,项羽,0,3,1,1001,xiangyu,260,,6,1,,10000,162563,49736,130,10,650,65,0,65,65,65,50,2
9151,,程咬金,0,3,1,1007,baiqi,260,,12,1,,10000,162563,49736,130,10,650,65,0,65,65,65,50,2
9152,,武则天,1,3,2,1032,wuzetian,260,,37,2,,10000,203204,34126,130,10,65,65,100,65,195,65,50,2
9153,,杨贵妃,1,3,1,1014,shangguanwaner,260,,19,5,,10000,106682,72608,130,10,1300,33,0,65,33,65,50,2
9154,,张良,0,3,1,1012,zhangliang,260,,17,109,,10000,106682,72608,130,10,1300,33,0,65,33,65,50,2
9155,,吕布,0,3,1,1002,lvbu,264,,7,1,,10000,165912,50230,130,10,650,65,0,65,65,65,50,2
9156,,李白,0,3,1,1023,libai,264,,28,2,,10000,165912,46930,130,100,65,65,0,65,65,65,50,2
9157,,诸葛亮,0,3,1,1009,zhugeliang,264,,14,111,,10000,108880,73328,130,10,1300,33,0,65,33,65,50,2
9158,,张三丰,0,3,1,1021,zhangsf,264,,26,107,,10000,165912,46930,130,100,65,65,0,65,65,65,50,2
