##这是一个注释,不读,,,,,,
效果ID,描述,统一目标,效果1,效果2,效果3,效果4,效果5
104253,,,属性增强#203#闪避附加值#1060,,,,
104254,,,属性增强#203#闪避附加值#1080,,,,
104255,,,属性增强#203#闪避附加值#1100,,,,
104256,,,属性增强#203#闪避附加值#1120,,,,
104257,,,属性增强#203#闪避附加值#1140,,,,
104258,,,属性增强#203#闪避附加值#1160,,,,
104259,,,属性增强#203#闪避附加值#1180,,,,
104260,,,属性增强#203#闪避附加值#1200,,,,
104261,,,属性增强#203#闪避附加值#1220,,,,
104262,,,属性增强#203#闪避附加值#1240,,,,
104263,,,属性增强#203#闪避附加值#1260,,,,
104264,,,属性增强#203#闪避附加值#1280,,,,
104265,,,属性增强#203#闪避附加值#1300,,,,
104266,,,属性增强#203#闪避附加值#1320,,,,
104267,,,属性增强#203#闪避附加值#1340,,,,
104268,,,属性增强#203#闪避附加值#1360,,,,
104269,,,属性增强#203#闪避附加值#1380,,,,
104270,,,属性增强#203#闪避附加值#1400,,,,
104271,,,属性增强#203#闪避附加值#1420,,,,
104272,,,属性增强#203#闪避附加值#1440,,,,
104273,,,属性增强#203#闪避附加值#1460,,,,
104274,,,属性增强#203#闪避附加值#1480,,,,
104275,,,属性增强#203#闪避附加值#1500,,,,
104276,,,属性增强#203#闪避附加值#1520,,,,
104277,,,属性增强#203#闪避附加值#1540,,,,
104278,,,属性增强#203#闪避附加值#1560,,,,
104279,,,属性增强#203#闪避附加值#1580,,,,
104280,,,属性增强#203#闪避附加值#1600,,,,
104281,,,属性增强#203#闪避附加值#1620,,,,
104282,,,属性增强#203#闪避附加值#1640,,,,
104283,,,属性增强#203#闪避附加值#1660,,,,
104284,,,属性增强#203#闪避附加值#1680,,,,
104285,,,属性增强#203#闪避附加值#1700,,,,
104286,,,属性增强#203#闪避附加值#1720,,,,
104287,,,属性增强#203#闪避附加值#1740,,,,
104288,,,属性增强#203#闪避附加值#1760,,,,
104289,,,属性增强#203#闪避附加值#1780,,,,
104290,,,属性增强#203#闪避附加值#1800,,,,
104291,,,属性增强#203#闪避附加值#1820,,,,
104292,,,属性增强#203#闪避附加值#1840,,,,
104293,,,属性增强#203#闪避附加值#1860,,,,
104294,,,属性增强#203#闪避附加值#1880,,,,
104295,,,属性增强#203#闪避附加值#1900,,,,
104296,,,属性增强#203#闪避附加值#1920,,,,
104297,,,属性增强#203#闪避附加值#1940,,,,
104298,,,属性增强#203#闪避附加值#1960,,,,
104299,,,属性增强#203#闪避附加值#1980,,,,
104300,,,属性增强#203#闪避附加值#2000,,,,
104301,,,属性增强#203#闪避附加值#2020,,,,
104302,,,属性增强#203#闪避附加值#2040,,,,
104303,,,属性增强#203#闪避附加值#2060,,,,
104304,,,属性增强#203#闪避附加值#2080,,,,
104305,,,属性增强#203#闪避附加值#2100,,,,
104306,,,属性增强#203#闪避附加值#2120,,,,
104307,,,属性增强#203#闪避附加值#2140,,,,
104308,,,属性增强#203#闪避附加值#2160,,,,
104309,,,属性增强#203#闪避附加值#2180,,,,
104310,,,属性增强#203#闪避附加值#2200,,,,
104311,,,属性增强#203#闪避附加值#2220,,,,
104312,,,属性增强#203#闪避附加值#2240,,,,
104313,,,属性增强#203#闪避附加值#2260,,,,
104314,,,属性增强#203#闪避附加值#2280,,,,
104315,,,属性增强#203#闪避附加值#2300,,,,
104316,,,属性增强#203#闪避附加值#2320,,,,
104317,,,属性增强#203#闪避附加值#2340,,,,
104318,,,属性增强#203#闪避附加值#2360,,,,
104319,,,属性增强#203#闪避附加值#2380,,,,
104320,,,属性增强#203#闪避附加值#2400,,,,
104321,,,改变属性#9#小招伤害#0#28,,,,
104322,,,改变属性#9#小招伤害#0#56,,,,
104323,,,改变属性#9#小招伤害#0#84,,,,
104324,,,改变属性#9#小招伤害#0#112,,,,
104325,,,改变属性#9#小招伤害#0#141,,,,
104326,,,改变属性#9#小招伤害#0#169,,,,
104327,,,改变属性#9#小招伤害#0#197,,,,
104328,,,改变属性#9#小招伤害#0#225,,,,
104329,,,改变属性#9#小招伤害#0#253,,,,
104330,,,改变属性#9#小招伤害#0#281,,,,
104331,,,改变属性#9#小招伤害#0#309,,,,
104332,,,改变属性#9#小招伤害#0#337,,,,
104333,,,改变属性#9#小招伤害#0#366,,,,
104334,,,改变属性#9#小招伤害#0#394,,,,
104335,,,改变属性#9#小招伤害#0#422,,,,
104336,,,改变属性#9#小招伤害#0#450,,,,
104337,,,改变属性#9#小招伤害#0#478,,,,
104338,,,改变属性#9#小招伤害#0#506,,,,
104339,,,改变属性#9#小招伤害#0#534,,,,
104340,,,改变属性#9#小招伤害#0#562,,,,
104341,,,改变属性#9#小招伤害#0#590,,,,
104342,,,改变属性#9#小招伤害#0#619,,,,
104343,,,改变属性#9#小招伤害#0#647,,,,
104344,,,改变属性#9#小招伤害#0#675,,,,
104345,,,改变属性#9#小招伤害#0#703,,,,
104346,,,改变属性#9#小招伤害#0#731,,,,
104347,,,改变属性#9#小招伤害#0#759,,,,
104348,,,改变属性#9#小招伤害#0#787,,,,
104349,,,改变属性#9#小招伤害#0#815,,,,
104350,,,改变属性#9#小招伤害#0#844,,,,
104351,,,改变属性#9#小招伤害#0#872,,,,
104352,,,改变属性#9#小招伤害#0#900,,,,
104353,,,改变属性#9#小招伤害#0#928,,,,
104354,,,改变属性#9#小招伤害#0#956,,,,
104355,,,改变属性#9#小招伤害#0#984,,,,
104356,,,改变属性#9#小招伤害#0#1012,,,,
104357,,,改变属性#9#小招伤害#0#1040,,,,
104358,,,改变属性#9#小招伤害#0#1068,,,,
104359,,,改变属性#9#小招伤害#0#1097,,,,
104360,,,改变属性#9#小招伤害#0#1125,,,,
104361,,,改变属性#9#小招伤害#0#1153,,,,
104362,,,改变属性#9#小招伤害#0#1181,,,,
104363,,,改变属性#9#小招伤害#0#1209,,,,
104364,,,改变属性#9#小招伤害#0#1237,,,,
104365,,,改变属性#9#小招伤害#0#1265,,,,
104366,,,改变属性#9#小招伤害#0#1293,,,,
104367,,,改变属性#9#小招伤害#0#1321,,,,
104368,,,改变属性#9#小招伤害#0#1350,,,,
104369,,,改变属性#9#小招伤害#0#1378,,,,
104370,,,改变属性#9#小招伤害#0#1406,,,,
104371,,,改变属性#9#小招伤害#0#1434,,,,
104372,,,改变属性#9#小招伤害#0#1462,,,,
104373,,,改变属性#9#小招伤害#0#1490,,,,
104374,,,改变属性#9#小招伤害#0#1518,,,,
104375,,,改变属性#9#小招伤害#0#1546,,,,
104376,,,改变属性#9#小招伤害#0#1575,,,,
104377,,,改变属性#9#小招伤害#0#1603,,,,
104378,,,改变属性#9#小招伤害#0#1631,,,,
104379,,,改变属性#9#小招伤害#0#1659,,,,
104380,,,改变属性#9#小招伤害#0#1687,,,,
104381,,,改变属性#9#小招伤害#0#1715,,,,
104382,,,改变属性#9#小招伤害#0#1743,,,,
104383,,,改变属性#9#小招伤害#0#1771,,,,
104384,,,改变属性#9#小招伤害#0#1799,,,,
104385,,,改变属性#9#小招伤害#0#1828,,,,
104386,,,改变属性#9#小招伤害#0#1856,,,,
104387,,,改变属性#9#小招伤害#0#1884,,,,
104388,,,改变属性#9#小招伤害#0#1912,,,,
104389,,,改变属性#9#小招伤害#0#1940,,,,
104390,,,改变属性#9#小招伤害#0#1968,,,,
104391,,,改变属性#9#小招伤害#0#1996,,,,
104392,,,改变属性#9#小招伤害#0#2024,,,,
104393,,,改变属性#9#小招伤害#0#2053,,,,
104394,,,改变属性#9#小招伤害#0#2081,,,,
104395,,,改变属性#9#小招伤害#0#2109,,,,
104396,,,改变属性#9#小招伤害#0#2137,,,,
104397,,,改变属性#9#小招伤害#0#2165,,,,
104398,,,改变属性#9#小招伤害#0#2193,,,,
104399,,,改变属性#9#小招伤害#0#2221,,,,
104400,,,改变属性#9#小招伤害#0#2249,,,,
104401,,,改变属性#9#小招伤害#0#2277,,,,
104402,,,改变属性#9#小招伤害#0#2306,,,,
104403,,,改变属性#9#小招伤害#0#2334,,,,
104404,,,改变属性#9#小招伤害#0#2362,,,,
104405,,,改变属性#9#小招伤害#0#2390,,,,
104406,,,改变属性#9#小招伤害#0#2418,,,,
104407,,,改变属性#9#小招伤害#0#2446,,,,
104408,,,改变属性#9#小招伤害#0#2474,,,,
104409,,,改变属性#9#小招伤害#0#2502,,,,
104410,,,改变属性#9#小招伤害#0#2531,,,,
104411,,,改变属性#9#小招伤害#0#2559,,,,
104412,,,改变属性#9#小招伤害#0#2587,,,,
104413,,,改变属性#9#小招伤害#0#2615,,,,
104414,,,改变属性#9#小招伤害#0#2643,,,,
104415,,,改变属性#9#小招伤害#0#2671,,,,
104416,,,改变属性#9#小招伤害#0#2699,,,,
104417,,,改变属性#9#小招伤害#0#2727,,,,
104418,,,改变属性#9#小招伤害#0#2755,,,,
104419,,,改变属性#9#小招伤害#0#2784,,,,
104420,,,改变属性#9#小招伤害#0#2812,,,,
104421,,,改变属性#9#小招伤害#0#2840,,,,
104422,,,改变属性#9#小招伤害#0#2868,,,,
104423,,,改变属性#9#小招伤害#0#2896,,,,
104424,,,改变属性#9#小招伤害#0#2924,,,,
104425,,,改变属性#9#小招伤害#0#2952,,,,
104426,,,改变属性#9#小招伤害#0#2980,,,,
104427,,,改变属性#9#小招伤害#0#3008,,,,
104428,,,改变属性#9#小招伤害#0#3037,,,,
104429,,,改变属性#9#小招伤害#0#3065,,,,
104430,,,改变属性#9#小招伤害#0#3093,,,,
104431,,,改变属性#9#小招伤害#0#3121,,,,
104432,,,改变属性#9#小招伤害#0#3149,,,,
104433,,,改变属性#9#小招伤害#0#3177,,,,
104434,,,改变属性#9#小招伤害#0#3205,,,,
104435,,,改变属性#9#小招伤害#0#3233,,,,
104436,,,改变属性#9#小招伤害#0#3262,,,,
104437,,,改变属性#9#小招伤害#0#3290,,,,
104438,,,改变属性#9#小招伤害#0#3318,,,,
104439,,,改变属性#9#小招伤害#0#3346,,,,
104440,,,改变属性#9#小招伤害#0#3374,,,,
104441,,,改变属性#9#小招伤害#0#17,,,,
104442,,,改变属性#9#小招伤害#0#35,,,,
104443,,,改变属性#9#小招伤害#0#52,,,,
104444,,,改变属性#9#小招伤害#0#69,,,,
104445,,,改变属性#9#小招伤害#0#86,,,,
104446,,,改变属性#9#小招伤害#0#104,,,,
104447,,,改变属性#9#小招伤害#0#121,,,,
104448,,,改变属性#9#小招伤害#0#138,,,,
104449,,,改变属性#9#小招伤害#0#155,,,,
104450,,,改变属性#9#小招伤害#0#173,,,,
104451,,,改变属性#9#小招伤害#0#190,,,,
104452,,,改变属性#9#小招伤害#0#207,,,,
104453,,,改变属性#9#小招伤害#0#225,,,,
104454,,,改变属性#9#小招伤害#0#242,,,,
104455,,,改变属性#9#小招伤害#0#259,,,,
104456,,,改变属性#9#小招伤害#0#276,,,,
104457,,,改变属性#9#小招伤害#0#294,,,,
104458,,,改变属性#9#小招伤害#0#311,,,,
104459,,,改变属性#9#小招伤害#0#328,,,,
104460,,,改变属性#9#小招伤害#0#346,,,,
104461,,,改变属性#9#小招伤害#0#363,,,,
104462,,,改变属性#9#小招伤害#0#380,,,,
104463,,,改变属性#9#小招伤害#0#397,,,,
104464,,,改变属性#9#小招伤害#0#415,,,,
104465,,,改变属性#9#小招伤害#0#432,,,,
104466,,,改变属性#9#小招伤害#0#449,,,,
104467,,,改变属性#9#小招伤害#0#466,,,,
104468,,,改变属性#9#小招伤害#0#484,,,,
104469,,,改变属性#9#小招伤害#0#501,,,,
104470,,,改变属性#9#小招伤害#0#518,,,,
104471,,,改变属性#9#小招伤害#0#536,,,,
104472,,,改变属性#9#小招伤害#0#553,,,,
104473,,,改变属性#9#小招伤害#0#570,,,,
104474,,,改变属性#9#小招伤害#0#587,,,,
104475,,,改变属性#9#小招伤害#0#605,,,,
104476,,,改变属性#9#小招伤害#0#622,,,,
104477,,,改变属性#9#小招伤害#0#639,,,,
104478,,,改变属性#9#小招伤害#0#656,,,,
104479,,,改变属性#9#小招伤害#0#674,,,,
104480,,,改变属性#9#小招伤害#0#691,,,,
104481,,,改变属性#9#小招伤害#0#708,,,,
104482,,,改变属性#9#小招伤害#0#726,,,,
104483,,,改变属性#9#小招伤害#0#743,,,,
104484,,,改变属性#9#小招伤害#0#760,,,,
104485,,,改变属性#9#小招伤害#0#777,,,,
104486,,,改变属性#9#小招伤害#0#795,,,,
104487,,,改变属性#9#小招伤害#0#812,,,,
104488,,,改变属性#9#小招伤害#0#829,,,,
104489,,,改变属性#9#小招伤害#0#846,,,,
104490,,,改变属性#9#小招伤害#0#864,,,,
104491,,,改变属性#9#小招伤害#0#881,,,,
104492,,,改变属性#9#小招伤害#0#898,,,,
104493,,,改变属性#9#小招伤害#0#916,,,,
104494,,,改变属性#9#小招伤害#0#933,,,,
104495,,,改变属性#9#小招伤害#0#950,,,,
104496,,,改变属性#9#小招伤害#0#967,,,,
104497,,,改变属性#9#小招伤害#0#985,,,,
104498,,,改变属性#9#小招伤害#0#1002,,,,
104499,,,改变属性#9#小招伤害#0#1019,,,,
104500,,,改变属性#9#小招伤害#0#1037,,,,
104501,,,改变属性#9#小招伤害#0#1054,,,,
104502,,,改变属性#9#小招伤害#0#1071,,,,
104503,,,改变属性#9#小招伤害#0#1088,,,,
104504,,,改变属性#9#小招伤害#0#1106,,,,
104505,,,改变属性#9#小招伤害#0#1123,,,,
104506,,,改变属性#9#小招伤害#0#1140,,,,
104507,,,改变属性#9#小招伤害#0#1157,,,,
104508,,,改变属性#9#小招伤害#0#1175,,,,
104509,,,改变属性#9#小招伤害#0#1192,,,,
104510,,,改变属性#9#小招伤害#0#1209,,,,
104511,,,改变属性#9#小招伤害#0#1227,,,,
104512,,,改变属性#9#小招伤害#0#1244,,,,
104513,,,改变属性#9#小招伤害#0#1261,,,,
104514,,,改变属性#9#小招伤害#0#1278,,,,
104515,,,改变属性#9#小招伤害#0#1296,,,,
104516,,,改变属性#9#小招伤害#0#1313,,,,
104517,,,改变属性#9#小招伤害#0#1330,,,,
104518,,,改变属性#9#小招伤害#0#1347,,,,
104519,,,改变属性#9#小招伤害#0#1365,,,,
104520,,,改变属性#9#小招伤害#0#1382,,,,
104521,,,改变属性#9#小招伤害#0#1399,,,,
104522,,,改变属性#9#小招伤害#0#1417,,,,
104523,,,改变属性#9#小招伤害#0#1434,,,,
104524,,,改变属性#9#小招伤害#0#1451,,,,
104525,,,改变属性#9#小招伤害#0#1468,,,,
104526,,,改变属性#9#小招伤害#0#1486,,,,
104527,,,改变属性#9#小招伤害#0#1503,,,,
104528,,,改变属性#9#小招伤害#0#1520,,,,
104529,,,改变属性#9#小招伤害#0#1537,,,,
104530,,,改变属性#9#小招伤害#0#1555,,,,
104531,,,改变属性#9#小招伤害#0#1572,,,,
104532,,,改变属性#9#小招伤害#0#1589,,,,
104533,,,改变属性#9#小招伤害#0#1607,,,,
104534,,,改变属性#9#小招伤害#0#1624,,,,
104535,,,改变属性#9#小招伤害#0#1641,,,,
104536,,,改变属性#9#小招伤害#0#1658,,,,
104537,,,改变属性#9#小招伤害#0#1676,,,,
104538,,,改变属性#9#小招伤害#0#1693,,,,
104539,,,改变属性#9#小招伤害#0#1710,,,,
104540,,,改变属性#9#小招伤害#0#1728,,,,
104541,,,改变属性#9#小招伤害#0#1745,,,,
104542,,,改变属性#9#小招伤害#0#1762,,,,
104543,,,改变属性#9#小招伤害#0#1779,,,,
104544,,,改变属性#9#小招伤害#0#1797,,,,
104545,,,改变属性#9#小招伤害#0#1814,,,,
104546,,,改变属性#9#小招伤害#0#1831,,,,
104547,,,改变属性#9#小招伤害#0#1848,,,,
104548,,,改变属性#9#小招伤害#0#1866,,,,
104549,,,改变属性#9#小招伤害#0#1883,,,,
104550,,,改变属性#9#小招伤害#0#1900,,,,
104551,,,改变属性#9#小招伤害#0#1918,,,,
104552,,,改变属性#9#小招伤害#0#1935,,,,
104553,,,改变属性#9#小招伤害#0#1952,,,,
104554,,,改变属性#9#小招伤害#0#1969,,,,
104555,,,改变属性#9#小招伤害#0#1987,,,,
104556,,,改变属性#9#小招伤害#0#2004,,,,
104557,,,改变属性#9#小招伤害#0#2021,,,,
104558,,,改变属性#9#小招伤害#0#2038,,,,
104559,,,改变属性#9#小招伤害#0#2056,,,,
104560,,,改变属性#9#小招伤害#0#2073,,,,
104561,,,改变属性#9#小招伤害#0#8,,,,
104562,,,改变属性#9#小招伤害#0#15,,,,
104563,,,改变属性#9#小招伤害#0#23,,,,
104564,,,改变属性#9#小招伤害#0#31,,,,
104565,,,改变属性#9#小招伤害#0#39,,,,
104566,,,改变属性#9#小招伤害#0#46,,,,
104567,,,改变属性#9#小招伤害#0#54,,,,
104568,,,改变属性#9#小招伤害#0#62,,,,
104569,,,改变属性#9#小招伤害#0#69,,,,
104570,,,改变属性#9#小招伤害#0#77,,,,
104571,,,改变属性#9#小招伤害#0#85,,,,
104572,,,改变属性#9#小招伤害#0#93,,,,
104573,,,改变属性#9#小招伤害#0#100,,,,
104574,,,改变属性#9#小招伤害#0#108,,,,
104575,,,改变属性#9#小招伤害#0#116,,,,
104576,,,改变属性#9#小招伤害#0#123,,,,
104577,,,改变属性#9#小招伤害#0#131,,,,
104578,,,改变属性#9#小招伤害#0#139,,,,
104579,,,改变属性#9#小招伤害#0#147,,,,
104580,,,改变属性#9#小招伤害#0#154,,,,
104581,,,改变属性#9#小招伤害#0#162,,,,
104582,,,改变属性#9#小招伤害#0#170,,,,
104583,,,改变属性#9#小招伤害#0#177,,,,
104584,,,改变属性#9#小招伤害#0#185,,,,
104585,,,改变属性#9#小招伤害#0#193,,,,
104586,,,改变属性#9#小招伤害#0#201,,,,
104587,,,改变属性#9#小招伤害#0#208,,,,
104588,,,改变属性#9#小招伤害#0#216,,,,
104589,,,改变属性#9#小招伤害#0#224,,,,
104590,,,改变属性#9#小招伤害#0#231,,,,
104591,,,改变属性#9#小招伤害#0#247,,,,
104592,,,改变属性#9#小招伤害#0#262,,,,
104593,,,改变属性#9#小招伤害#0#278,,,,
104594,,,改变属性#9#小招伤害#0#293,,,,
104595,,,改变属性#9#小招伤害#0#308,,,,
104596,,,改变属性#9#小招伤害#0#324,,,,
104597,,,改变属性#9#小招伤害#0#339,,,,
104598,,,改变属性#9#小招伤害#0#355,,,,
104599,,,改变属性#9#小招伤害#0#370,,,,
104600,,,改变属性#9#小招伤害#0#386,,,,
104601,,,改变属性#9#小招伤害#0#401,,,,
104602,,,改变属性#9#小招伤害#0#416,,,,
104603,,,改变属性#9#小招伤害#0#432,,,,
104604,,,改变属性#9#小招伤害#0#447,,,,
104605,,,改变属性#9#小招伤害#0#463,,,,
104606,,,改变属性#9#小招伤害#0#478,,,,
104607,,,改变属性#9#小招伤害#0#494,,,,
104608,,,改变属性#9#小招伤害#0#509,,,,
104609,,,改变属性#9#小招伤害#0#524,,,,
104610,,,改变属性#9#小招伤害#0#540,,,,
104611,,,改变属性#9#小招伤害#0#555,,,,
104612,,,改变属性#9#小招伤害#0#571,,,,
104613,,,改变属性#9#小招伤害#0#586,,,,
104614,,,改变属性#9#小招伤害#0#602,,,,
104615,,,改变属性#9#小招伤害#0#617,,,,
104616,,,改变属性#9#小招伤害#0#632,,,,
104617,,,改变属性#9#小招伤害#0#648,,,,
104618,,,改变属性#9#小招伤害#0#663,,,,
104619,,,改变属性#9#小招伤害#0#679,,,,
104620,,,改变属性#9#小招伤害#0#694,,,,
104621,,,改变属性#9#小招伤害#0#733,,,,
104622,,,改变属性#9#小招伤害#0#771,,,,
104623,,,改变属性#9#小招伤害#0#810,,,,
104624,,,改变属性#9#小招伤害#0#848,,,,
104625,,,改变属性#9#小招伤害#0#887,,,,
104626,,,改变属性#9#小招伤害#0#925,,,,
104627,,,改变属性#9#小招伤害#0#964,,,,
104628,,,改变属性#9#小招伤害#0#1003,,,,
104629,,,改变属性#9#小招伤害#0#1041,,,,
104630,,,改变属性#9#小招伤害#0#1080,,,,
104631,,,改变属性#9#小招伤害#0#1118,,,,
104632,,,改变属性#9#小招伤害#0#1157,,,,
104633,,,改变属性#9#小招伤害#0#1195,,,,
104634,,,改变属性#9#小招伤害#0#1234,,,,
104635,,,改变属性#9#小招伤害#0#1272,,,,
104636,,,改变属性#9#小招伤害#0#1311,,,,
104637,,,改变属性#9#小招伤害#0#1350,,,,
104638,,,改变属性#9#小招伤害#0#1388,,,,
104639,,,改变属性#9#小招伤害#0#1427,,,,
104640,,,改变属性#9#小招伤害#0#1465,,,,
104641,,,改变属性#9#小招伤害#0#1504,,,,
104642,,,改变属性#9#小招伤害#0#1542,,,,
104643,,,改变属性#9#小招伤害#0#1581,,,,
104644,,,改变属性#9#小招伤害#0#1619,,,,
104645,,,改变属性#9#小招伤害#0#1658,,,,
104646,,,改变属性#9#小招伤害#0#1697,,,,
104647,,,改变属性#9#小招伤害#0#1735,,,,
104648,,,改变属性#9#小招伤害#0#1774,,,,
104649,,,改变属性#9#小招伤害#0#1812,,,,
104650,,,改变属性#9#小招伤害#0#1851,,,,
104651,,,改变属性#9#小招伤害#0#1943,,,,
104652,,,改变属性#9#小招伤害#0#2036,,,,
104653,,,改变属性#9#小招伤害#0#2128,,,,
104654,,,改变属性#9#小招伤害#0#2221,,,,
104655,,,改变属性#9#小招伤害#0#2314,,,,
